M_K_N,GMACs,Arith Int (OPs/Byte),Avg GOPs,Min GOPs,Max GOPs
384_384_448,0.066060288,268.8,340.92,150.31,567.04
384_384_1344,0.198180864,336.0,719.21,172.63,1246.42
384_384_3136,0.462422016,361.84615384615387,1031.13,261.92,2277.94
384_384_4032,0.594542592,366.54545454545456,1280.10,332.61,2804.45
384_384_4928,0.726663168,369.6,758.20,428.33,2947.92
384_384_5824,0.858783744,371.74468085106383,729.92,471.73,2997.50
384_384_6720,0.99090432,373.3333333333333,743.70,540.44,3217.22
384_384_7616,1.123024896,374.55737704918033,875.18,588.74,3110.87
384_1920_448,0.33030144,373.3333333333333,556.40,208.06,2083.92
384_1920_1344,0.99090432,516.9230769230769,989.11,577.62,3825.89
384_1920_2240,1.6515072,560.0,1301.61,833.46,4524.68
384_1920_4032,2.97271296,592.9411764705883,1891.46,1459.36,4591.06
384_1920_4928,3.63331584,600.9756097560976,2231.10,1661.32,4631.38
384_1920_5824,4.29391872,606.6666666666666,2625.48,1892.84,4786.98
384_1920_6720,4.9545216,610.9090909090909,3116.48,2485.34,4966.94
384_1920_7616,5.61512448,614.1935483870968,3503.41,2699.58,5228.23
384_3456_448,0.594542592,390.19354838709677,1068.10,364.86,2771.76
384_3456_1344,1.783627776,549.8181818181819,1195.24,951.52,4442.41
384_3456_2240,2.97271296,598.8118811881188,1850.63,1506.70,4987.77
384_3456_4032,5.350883328,636.6315789473684,3293.30,2658.16,5334.88
384_3456_4928,6.539968512,645.9029126213592,3984.93,2832.99,5514.31
384_3456_5824,7.729053696,652.4813278008298,4639.04,3579.92,5922.65
384_3456_6720,8.91813888,657.3913043478261,5165.86,4525.83,5861.41
384_3456_7616,10.107224064,661.1961414790997,4895.59,3337.37,5957.69
384_4992_448,0.858783744,397.09090909090907,1125.71,501.63,3774.87
384_4992_1344,2.576351232,563.6129032258065,1672.82,1313.46,4856.46
384_4992_2240,4.29391872,615.2112676056338,2693.34,2039.38,5497.98
384_4992_4032,7.729053696,655.2,4497.14,3154.72,5864.23
384_4992_4928,9.446621184,665.0242214532872,5167.93,4379.52,5931.94
384_4992_5824,11.164188672,672.0,5587.75,4768.98,6046.14
384_4992_6720,12.88175616,677.2093023255813,4720.68,3486.27,5915.85
384_4992_7616,14.599323648,681.2477064220184,4980.28,3809.35,6094.48
384_6528_448,1.123024896,400.8421052631579,3963.66,1844.05,4159.35
384_6528_1344,3.369074688,571.2,2106.92,1680.34,5203.20
384_6528_2240,5.61512448,624.2622950819672,3543.10,2672.60,5691.97
384_6528_4032,10.107224064,665.4757281553398,5454.58,3896.39,6085.02
384_6528_4928,12.353273856,675.6129032258065,4723.17,3433.37,6042.20
384_6528_5824,14.599323648,682.8137931034482,5100.79,3955.92,6060.33
384_6528_6720,16.84537344,688.1927710843373,5227.55,4355.06,6071.50
384_6528_7616,19.091423232,692.3636363636364,5426.27,4277.71,6145.64
1152_384_448,0.198180864,350.60869565217394,823.76,170.19,1357.40
1152_384_1344,0.594542592,474.3529411764706,1384.30,365.65,2752.51
1152_384_2240,0.99090432,510.37974683544303,861.00,541.03,3520.09
1152_384_3136,1.387266048,527.5514018691589,1324.59,759.52,4376.23
1152_384_4032,1.783627776,537.6,2445.57,948.49,4940.80
1152_384_4928,2.179989504,544.1963190184049,1422.95,1056.20,4390.71
1152_384_5824,2.576351232,548.8586387434555,1631.28,1170.01,4057.25
1152_384_6720,2.97271296,552.3287671232877,1881.56,1446.22,3924.37
1152_384_7616,3.369074688,555.0121457489879,2090.74,1725.08,3334.07
1152_1920_448,0.99090432,552.3287671232877,761.46,557.16,3609.85
1152_1920_1344,2.97271296,937.6744186046511,1908.64,1436.44,5134.22
1152_1920_2240,4.9545216,1089.7297297297298,3062.00,2605.59,5438.55
1152_1920_3136,6.93633024,1171.1203319502074,4199.84,2875.16,5184.10
1152_1920_4032,8.91813888,1221.8181818181818,4974.36,3899.49,5720.42
1152_1920_4928,10.89994752,1256.4305949008499,4397.99,3434.14,5794.76
1152_1920_5824,12.88175616,1281.5647921760392,4692.42,3504.29,5929.46
1152_1920_6720,14.8635648,1300.6451612903227,5056.51,4053.33,5892.39
1152_1920_7616,16.84537344,1315.623800383877,5262.59,4505.31,6055.13
1152_3456_448,1.783627776,590.0487804878048,4067.80,1004.01,4775.44
1152_3456_1344,5.350883328,1051.8260869565217,3277.28,2662.13,5479.66
1152_3456_2240,8.91813888,1247.0103092783504,5142.55,4372.71,5909.97
1152_3456_3136,12.485394432,1354.752,4724.15,3459.52,6009.82
1152_3456_4032,16.052649984,1423.0588235294117,5261.65,3602.08,6030.30
1152_3456_4928,19.619905536,1470.232044198895,5413.19,4182.90,6097.87
1152_3456_5824,23.187161088,1504.7655502392345,5429.33,4613.90,6190.67
1152_3456_6720,26.75441664,1531.139240506329,5400.85,4596.58,6129.31
1152_3456_7616,30.321672192,1551.9396226415095,5560.93,4951.29,6221.11
1152_4992_448,2.576351232,605.9653179190751,1662.95,1343.60,4829.15
1152_4992_1344,7.729053696,1103.4947368421053,4573.86,3504.45,5735.85
1152_4992_2240,12.88175616,1320.3022670025189,4720.36,3851.62,6102.21
1152_4992_3136,18.034458624,1441.6974459724952,5565.16,4329.48,6193.15
1152_4992_4032,23.187161088,1519.304347826087,5535.94,4124.36,6207.24
1152_4992_4928,28.339863552,1573.1950886766713,5567.82,4858.96,6245.01
1152_4992_5824,33.492566016,1612.8,5731.33,5023.26,6299.74
1152_4992_6720,38.64526848,1643.1347962382445,5691.41,4886.86,6273.58
1152_4992_7616,43.797970944,1667.1131898971,5779.80,5129.47,6235.03
1152_6528_448,3.369074688,614.7443946188341,3015.43,1742.47,5532.14
1152_6528_1344,10.107224064,1132.9586776859503,5366.49,3274.12,6059.49
1152_6528_2240,16.84537344,1362.7037773359841,5503.50,4514.98,6259.89
1152_6528_3136,23.583522816,1492.4043545878694,5657.41,4880.19,6261.39
1152_6528_4032,30.321672192,1575.7241379310344,5680.87,4989.99,6349.42
1152_6528_4928,37.059821568,1633.768147345612,5761.13,4703.32,6287.72
1152_6528_5824,43.797970944,1676.5230479774225,5862.11,5296.01,6310.49
1152_6528_6720,50.53612032,1709.3266832917707,5833.48,5282.89,6284.81
1152_6528_7616,57.274269696,1735.2911392405063,5940.83,5332.06,6321.31
1920_384_1344,0.99090432,516.9230769230769,859.95,569.49,3690.52
1920_384_2240,1.6515072,560.0,1651.61,883.63,4500.02
1920_384_3136,2.31211008,580.7407407407408,1531.53,1170.99,4806.88
1920_384_4032,2.97271296,592.9411764705883,1920.42,1478.59,5169.94
1920_384_4928,3.63331584,600.9756097560976,2230.07,1822.12,4607.88
1920_384_5824,4.29391872,606.6666666666666,2605.71,1751.90,3983.23
1920_384_6720,4.9545216,610.9090909090909,3099.42,2402.19,3490.33
1920_384_7616,5.61512448,614.1935483870968,3311.86,2825.93,3896.69
1920_1920_448,1.6515072,610.9090909090909,1485.28,897.80,4445.51
1920_1920_1344,4.9545216,1120.0,2981.93,2181.65,5623.75
1920_1920_2240,8.257536,1344.0,4866.05,4154.73,5720.50
1920_1920_3136,11.5605504,1470.0,4472.81,3556.55,5982.17
1920_1920_4032,14.8635648,1550.7692307692307,5117.55,3783.04,6021.29
1920_1920_4928,18.1665792,1606.9565217391305,5500.62,3637.32,6125.98
1920_1920_5824,21.4695936,1648.301886792453,5459.06,4039.43,6138.55
1920_1920_6720,24.772608,1680.0,5562.30,4588.37,6221.15
1920_1920_7616,28.0756224,1705.0746268656717,5591.14,4488.15,6178.61
1920_3456_448,2.97271296,657.3913043478261,1898.14,1449.40,5129.79
