M_K_N,GMACs,Arith Int (OPs/Byte),Avg GOPs,Min GOPs,Max GOPs
1600_3168_5760,29.196288,1398.6754966887418,4538.49,3881.19,5016.98
1600_3168_6528,33.0891264,1418.943485706758,4623.23,4231.35,5092.99
1600_4576_384,2.8114944,545.5195708325055,1687.37,1495.48,4315.42
1600_4576_1152,8.4344832,1036.2058120518304,4469.67,2918.00,5196.85
1600_4576_1920,14.057472,1263.506672802577,4426.20,3321.71,5262.01
1600_4576_2688,19.6804608,1394.6157753428633,4875.31,4517.49,5237.65
1600_4576_3456,25.3034496,1479.9305264418758,4859.11,4299.29,5158.71
1600_4576_4224,30.9264384,1539.8766124509254,4601.78,3795.35,5073.65
1600_4576_4992,36.5494272,1584.3046739757647,4596.81,4147.69,4897.09
1600_4576_5760,42.172416,1618.5498133228532,4600.70,4079.16,4911.19
1600_4576_6528,47.7954048,1645.7529706286803,4725.97,4401.05,5157.31
1600_5984_384,3.6765696,561.2630920744099,2253.85,1812.90,4796.57
1600_5984_1152,11.0297088,1094.5229143379738,4240.43,3014.41,5247.25
1600_5984_1920,18.382848,1351.2984569062853,4795.39,3665.21,5324.50
1600_5984_2688,25.7359872,1502.349213939865,5169.65,4371.29,5415.82
1600_5984_3456,33.0891264,1601.8242204927378,4767.22,4304.84,5244.33
1600_5984_4224,40.4422656,1672.2869119701909,4758.45,4140.28,5150.57
1600_5984_4992,47.7954048,1724.8143084143232,4790.86,4443.19,5115.91
1600_5984_5760,55.148544,1765.481068677266,4887.90,4603.19,5161.79
1600_5984_6528,62.5016832,1797.8968452679019,4930.22,4699.73,5238.60
1600_7392_384,4.5416448,571.4727483571704,2673.70,2289.14,5065.97
1600_7392_1152,13.6249344,1134.0322168243415,4710.28,3669.52,5259.58
1600_7392_1920,22.708224,1412.0343839541547,4754.85,4094.52,5225.09
1600_7392_2688,31.7915136,1577.8014941302029,4857.92,4333.93,5292.85
1600_7392_3456,40.8748032,1687.8853228466319,4875.89,4413.89,5290.55
1600_7392_4224,49.9580928,1766.3082437275987,4798.28,4462.14,5187.76
1600_7392_4992,59.0413824,1825.0118697179755,4870.75,4377.98,5189.08
1600_7392_5760,68.124672,1870.603121045972,4961.75,4639.06,5188.47
1600_7392_6528,77.2079616,1907.0339175961758,5005.94,4620.74,5267.65
2240_352_384,0.30277632,229.0317583268784,417.76,173.21,1495.19
2240_352_1152,0.90832896,285.8652916532388,618.43,519.79,2687.36
2240_352_1920,1.5138816,300.79348931841304,1039.78,797.83,3634.77
2240_352_2688,2.11943424,307.67950052029136,1282.41,1106.75,3465.96
2240_352_3456,2.72498688,311.6430495374166,1671.18,1355.71,3355.90
2240_352_4224,3.33053952,314.21891604675875,1996.93,1741.00,3065.38
2240_352_4992,3.93609216,316.02729589739374,2376.14,2033.63,2938.48
2240_352_5760,4.5416448,317.36672629695886,2677.30,1671.87,2977.15
2240_352_6528,5.14719744,318.39868246025213,2489.26,1709.75,3042.08
2240_1760_384,1.5138816,477.67366720516964,2897.19,827.71,4276.50
2240_1760_1152,4.5416448,816.0441582336706,2727.13,2086.67,4686.94
2240_1760_1920,7.569408,950.7395498392283,4339.88,3824.86,5019.50
2240_1760_2688,10.5971712,1023.1141868512111,4015.54,3071.20,5028.31
2240_1760_3456,13.6249344,1068.2938578883982,4373.57,3611.65,4975.33
2240_1760_4224,16.6526976,1099.182156133829,4273.76,3652.31,4939.99
2240_1760_4992,19.6804608,1121.6340822877153,4282.26,3693.78,4969.19
2240_1760_5760,22.708224,1138.6906290115533,4295.47,3682.22,4776.66
2240_1760_6528,25.7359872,1152.088012835205,4350.09,3845.50,4943.52
2240_3168_384,2.72498688,543.1965707287202,1620.88,1345.34,4416.51
2240_3168_1152,8.17496064,1027.856315179606,4579.07,3389.29,5235.33
2240_3168_1920,13.6249344,1251.114245416079,4489.04,3814.37,5251.47
2240_3168_2688,19.07490816,1379.533437013997,4632.90,3665.08,5200.36
2240_3168_3456,24.52488192,1462.957669048928,4628.00,4090.21,5063.99
2240_3168_4224,29.97485568,1521.5094339622642,4589.34,4051.48,5063.32
2240_3168_4992,35.42482944,1564.8690460035282,4652.19,4150.54,5130.32
2240_3168_5760,40.8748032,1598.2702702702702,4665.17,4091.78,5132.77
2240_3168_6528,46.32477696,1624.7904320655102,4693.33,4294.10,5098.76
2240_4576_384,3.93609216,573.4506937192302,2398.92,1957.28,4722.37
2240_4576_1152,11.80827648,1141.8477076938311,4210.55,3025.44,5166.61
2240_4576_1920,19.6804608,1424.1719155242683,4735.95,4254.31,5350.13
2240_4576_2688,27.55264512,1592.9714048901783,4804.32,4377.26,5330.88
2240_4576_3456,35.42482944,1705.2575540986838,4688.89,4093.46,5149.33
2240_4576_4224,43.29701376,1785.341384115188,4749.91,4412.66,5144.00
2240_4576_4992,51.16919808,1845.3384541526643,4723.65,4398.06,4978.27
2240_4576_5760,59.0413824,1891.963904840033,4722.71,4241.48,4931.21
2240_4576_6528,66.91356672,1929.2397626287975,4837.60,4642.42,5059.44
2240_5984_384,5.14719744,590.8733983778066,3175.46,2293.76,4844.42
2240_5984_1152,15.44159232,1213.0705494328695,4854.55,3602.38,5297.29
2240_5984_1920,25.7359872,1536.704371751758,4842.19,4137.62,5218.69
2240_5984_2688,36.03038208,1735.091473938557,4938.65,4615.43,5355.69
2240_5984_3456,46.32477696,1869.1501053588397,4936.04,4466.98,5328.97
2240_5984_4224,56.61917184,1965.803676183027,4886.63,4473.88,5224.86
2240_5984_4992,66.91356672,2038.7906773579607,4922.91,4662.64,5210.12
2240_5984_5760,77.2079616,2095.8554551772063,4979.61,4742.21,5246.89
2240_5984_6528,87.50235648,2141.695781849169,5074.41,4799.52,5250.82
2240_7392_384,6.35830272,602.1995926680245,3805.32,2932.80,4773.50
2240_7392_1152,19.07490816,1261.792318634424,5000.91,4278.32,5456.21
2240_7392_1920,31.7915136,1615.7377049180327,4935.99,4348.15,5468.57
2240_7392_2688,44.50811904,1836.5217391304348,5084.21,4468.01,5468.50
2240_7392_3456,57.22472448,1987.3935772964899,5025.36,4724.05,5304.48
2240_7392_4224,69.94132992,2097.021276595745,4895.33,4517.74,5201.45
2240_7392_4992,82.65793536,2180.2836074872375,5060.75,4814.93,5248.62
2240_7392_5760,95.3745408,2245.6708860759495,5033.65,4747.48,5207.17
2240_7392_6528,108.09114624,2298.3813443072704,5125.48,4920.95,5315.00
2880_352_384,0.38928384,231.6636197440585,464.78,241.94,1844.95
2880_352_1152,1.16785152,289.9771167048055,733.11,626.70,3073.29
2880_352_1920,1.9464192,305.34939759036143,1193.53,986.03,3591.18
2880_352_2688,2.72498688,312.448045086298,1667.14,1395.28,3774.22
2880_352_3456,3.50355456,316.5362198168193,2139.05,1634.12,3458.59
2880_352_4224,4.28212224,319.1939546599496,2546.35,1565.10,2882.61
2880_352_4992,5.06068992,321.0602221789125,2748.75,2053.43,3124.85
2880_352_5760,5.8392576,322.44274809160305,2290.27,1694.26,3076.53
2880_352_6528,6.61782528,323.50803423937526,2313.87,1936.45,2926.30
2880_1760_384,1.9464192,489.26640926640925,1229.15,985.53,4076.27
2880_1760_1152,5.8392576,850.4697986577181,3499.89,2897.89,4954.82
2880_1760_1920,9.732096,997.7952755905512,4185.16,3064.26,5202.94
2880_1760_2688,13.6249344,1077.812879708384,4426.81,3701.42,5007.33
2880_1760_3456,17.5177728,1128.0712166172107,4507.81,3819.42,4986.56
2880_1760_4224,21.4106112,1162.5688073394494,4276.16,3651.20,4783.43
2880_1760_4992,25.3034496,1187.714491708724,4570.89,4022.81,4977.56
2880_1760_5760,29.196288,1206.857142857143,4628.75,4181.65,5023.88
2880_1760_6528,33.0891264,1221.9171866137267,4577.99,4347.54,4946.06
2880_3168_384,3.50355456,558.237885462555,2170.80,1800.39,4454.61
2880_3168_1152,10.51066368,1083.076923076923,4119.36,3136.58,5152.29
2880_3168_1920,17.5177728,1333.8947368421052,4761.87,3916.34,5280.41
2880_3168_2688,24.52488192,1480.8681135225377,4778.42,4140.62,5283.83
2880_3168_3456,31.53199104,1577.4273858921163,4710.77,4141.59,5151.02
2880_3168_4224,38.53910016,1645.7142857142858,4705.33,4236.23,5034.83
2880_3168_4992,45.54620928,1696.5602471678683,4724.97,4237.45,5099.50
2880_3168_5760,52.5533184,1735.890410958904,4830.60,4465.59,5128.40
2880_3168_6528,59.56042752,1767.2190319934373,4832.71,4599.79,5114.46
2880_4576_384,5.06068992,590.2400573271229,3167.63,2453.67,4980.99
2880_4576_1152,15.18206976,1210.4041146216018,4905.01,4208.47,5364.69
2880_4576_1920,25.3034496,1532.4279069767442,4858.06,4280.02,5435.17
2880_4576_2688,35.42482944,1729.6415179241037,4842.57,4352.48,5218.36
2880_4576_3456,45.54620928,1862.826988315115,4847.93,4460.07,5235.50
2880_4576_4224,55.66758912,1958.8109393579073,4769.81,4431.07,5109.70
2880_4576_4992,65.78896896,2031.2700369913687,4857.57,4409.45,5119.56
2880_4576_5760,75.9103488,2087.908745247148,4892.99,4652.37,5141.41
2880_4576_6528,86.03172864,2133.398339300678,4972.93,4775.03,5219.10
2880_5984_384,6.61782528,608.7143260808137,3960.29,3488.57,5144.05
2880_5984_1152,19.85347584,1290.7369682444578,4719.47,4126.25,5373.79
2880_5984_1920,33.0891264,1663.5057915057914,4991.30,4357.27,5327.50
2880_5984_2688,46.32477696,1898.4867178647867,5075.41,4684.24,5403.25
2880_5984_3456,59.56042752,2060.159387950271,5054.13,4807.14,5360.01
2880_5984_4224,72.79607808,2178.200202224469,4996.76,4710.50,5283.88
2880_5984_4992,86.03172864,2268.1720255932614,5049.82,4735.60,5229.89
2880_5984_5760,99.2673792,2339.0228013029314,5052.54,4738.64,5272.61
2880_5984_6528,112.50302976,2396.262513904338,5154.78,4994.58,5330.25
2880_7392_384,8.17496064,620.74177746676,4613.99,3716.74,5284.40
2880_7392_1152,24.52488192,1346.0394537177542,4917.61,3612.18,5478.58
2880_7392_1920,40.8748032,1756.5148514851485,5159.49,4676.22,5536.72
2880_7392_2688,57.22472448,2020.5922551252847,5178.64,4809.61,5451.27
2880_7392_3456,73.57464576,2204.739022369511,5098.09,4882.35,5353.02
2880_7392_4224,89.92456704,2340.4749340369394,5016.59,4839.47,5255.67
2880_7392_4992,106.27448832,2444.6724613101546,5124.78,4907.85,5280.46
2880_7392_5760,122.6244096,2527.1794871794873,5120.86,4837.25,5284.17
2880_7392_6528,138.97433088,2594.1303973851714,5210.04,5109.63,5331.12
3520_352_384,0.47579136,233.37016574585635,583.41,259.08,1930.19
3520_352_1152,1.42737408,292.65588914549653,928.45,753.03,3528.74
3520_352_1920,2.3789568,308.3211678832117,1445.85,1226.27,3746.39
3520_352_2688,3.33053952,315.56029882604054,1990.00,1637.84,3265.23
3520_352_3456,4.28212224,319.73086627417996,2591.25,1817.92,3184.92
3520_352_4224,5.23370496,322.44274809160305,2938.21,2161.35,3383.13
3520_352_4992,6.18528768,324.34731246308326,2447.94,1923.29,3168.69
3520_352_5760,7.1368704,325.75835475578407,2414.18,2004.18,3040.20
3520_352_6528,8.08845312,326.8456986800182,2486.37,2125.46,2896.49
3520_1760_384,2.3789568,496.94117647058823,1487.40,1231.98,4333.25
3520_1760_1152,7.1368704,873.9310344827586,4174.80,3629.22,4903.38
3520_1760_1920,11.894784,1030.2439024390244,4186.45,3309.16,5164.91
3520_1760_2688,16.6526976,1115.7735849056603,4615.58,3897.65,5186.95
3520_1760_3456,21.4106112,1169.7230769230769,4395.30,3841.85,5064.00
3520_1760_4224,26.1685248,1206.857142857143,4561.83,3705.54,5047.94
3520_1760_4992,30.9264384,1233.9775280898875,4558.39,3971.55,4999.02
3520_1760_5760,35.684352,1254.6534653465346,4623.98,4038.29,5030.93
3520_1760_6528,40.4422656,1270.9380530973451,4657.48,4271.47,4919.09
3520_3168_384,4.28212224,568.2511210762332,2588.10,2090.88,4921.98
3520_3168_1152,12.84636672,1121.41592920354,4414.12,3746.39,5257.36
3520_3168_1920,21.4106112,1392.5274725274726,4802.54,4142.52,5480.06
3520_3168_2688,29.97485568,1553.4851138353765,5081.32,4264.15,5447.99
3520_3168_3456,38.53910016,1660.0873362445416,4843.20,4378.20,5295.29
3520_3168_4224,47.10334464,1735.890410958904,4794.72,4413.94,5088.95
3520_3168_4992,55.66758912,1792.557127312296,4809.15,4597.59,5049.67
3520_3168_5760,64.2318336,1836.5217391304348,4851.78,4562.89,5145.75
3520_3168_6528,72.79607808,1871.624674196351,4923.63,4718.90,5170.18
3520_4576_384,6.18528768,601.4457831325301,3764.70,2529.25,4976.10
3520_4576_1152,18.55586304,1258.4873949579833,4977.57,4441.86,5420.94
3520_4576_1920,30.9264384,1610.3225806451612,5257.45,4821.71,5498.52
3520_4576_2688,43.29701376,1829.5287958115184,4937.82,4667.14,5254.17
3520_4576_3456,55.66758912,1979.2070484581498,4939.46,4474.17,5232.90
3520_4576_4224,68.03816448,2087.908745247148,4828.53,4553.79,5094.58
3520_4576_4992,80.40873984,2170.4347826086955,4845.64,4627.18,5040.19
3520_4576_5760,92.7793152,2235.223880597015,4880.20,4723.76,5086.45
3520_4576_6528,105.14989056,2287.4393530997304,5027.76,4859.61,5186.95
3520_5984_384,8.08845312,620.6395851339671,4530.46,3662.42,5250.54
3520_5984_1152,24.26535936,1345.5590256089945,4965.23,4269.06,5296.38
3520_5984_1920,40.4422656,1755.6968215158925,5118.56,4862.02,5487.04
3520_5984_2688,56.61917184,2019.5098433105666,5229.59,4870.26,5513.33
3520_5984_3456,72.79607808,2203.45039209001,5099.83,4684.43,5357.58
3520_5984_4224,88.97298432,2339.0228013029314,5060.99,4783.88,5216.98
3520_5984_4992,105.14989056,2443.0881968071185,5071.48,4872.56,5286.44
3520_5984_5760,121.3267968,2525.4865181711607,5110.64,4957.78,5282.89
3520_5984_6528,137.50370304,2592.346570397112,5173.81,4931.36,5305.13
3520_7392_384,9.99161856,633.1477516059957,3995.02,2838.12,5194.50
3520_7392_1152,29.97485568,1405.7686212361332,5030.63,4441.71,5505.53
3520_7392_1920,49.9580928,1859.622641509434,5228.09,4681.01,5608.23
3520_7392_2688,69.94132992,2158.2481751824816,5237.44,4869.21,5476.36
3520_7392_3456,89.92456704,2369.6527159394477,5172.62,4964.92,5356.64
3520_7392_4224,109.90780416,2527.1794871794873,5123.88,4753.28,5255.73
3520_7392_4992,129.89104128,2649.0971743625087,5166.58,5033.27,5345.64
3520_7392_5760,149.8742784,2746.2538699690404,5185.23,5024.20,5327.73
3520_7392_6528,169.85751552,2825.4974704890387,5269.67,5071.21,5376.26
4160_352_384,0.56229888,234.56642460486972,423.05,333.91,1899.66
4160_352_1152,1.68689664,294.5396030752727,1044.96,873.81,3411.32
4160_352_1920,2.8114944,310.4126625211984,1782.41,1397.02,3965.44
4160_352_2688,3.93609216,317.7515086385054,2409.50,2012.32,3987.94
4160_352_3456,5.06068992,321.98058505440093,2993.20,2015.81,3733.45
4160_352_4224,6.18528768,324.7309284447073,2850.96,1921.49,3400.38
4160_352_4992,7.30988544,326.6627007733492,2535.44,2003.53,3150.81
4160_352_5760,8.4344832,328.09400517825134,2594.62,2141.55,2993.61
4160_352_6528,9.55908096,329.1970236625877,2591.76,2327.23,3009.79
4160_1760_384,2.8114944,502.3970722781336,1694.84,1360.18,4553.03
4160_1760_1152,8.4344832,890.9464575446187,4688.13,3888.65,5094.83
4160_1760_1920,14.057472,1053.9731285988485,4547.62,3957.06,5316.74
4160_1760_2688,19.6804608,1143.6596251115739,4479.73,3899.44,5170.90
4160_1760_3456,25.3034496,1200.4080641243625,4739.01,4178.59,5074.39
4160_1760_4224,30.9264384,1239.548532731377,4573.52,4147.58,4978.90
4160_1760_4992,36.5494272,1268.175519630485,4620.25,4136.89,5068.21
4160_1760_5760,42.172416,1290.0234925606892,4660.71,4336.94,4944.01
4160_1760_6528,47.7954048,1307.2454838257947,4727.08,4371.86,5038.25
4160_3168_384,5.06068992,575.3964373035278,3019.39,2420.80,4742.91
4160_3168_1152,15.18206976,1149.5882763433356,4873.01,4176.64,5340.16
4160_3168_1920,25.3034496,1436.2336530078467,4847.32,3965.13,5379.13
4160_3168_2688,35.42482944,1608.0769767117556,4889.14,4461.28,5400.54
4160_3168_3456,45.54620928,1722.579295921924,4904.38,4533.54,5308.73
4160_3168_4224,55.66758912,1804.3373493975903,4833.95,4387.42,5091.47
4160_3168_4992,65.78896896,1865.6398640996601,4848.25,4578.69,5127.75
4160_3168_5760,75.9103488,1913.3101045296166,4927.59,4613.21,5269.36
4160_3168_6528,86.03172864,1951.440317747892,4945.47,4523.11,5233.39
4160_4576_384,7.30988544,609.4561598224195,4247.09,3318.90,4986.28
4160_4576_1152,21.92965632,1294.0769835035348,4877.98,4207.94,5532.20
4160_4576_1920,36.5494272,1669.0577507598784,5087.96,4345.43,5509.41
4160_4576_2688,51.16919808,1905.7213683688647,5077.58,4536.28,5376.05
4160_4576_3456,65.78896896,2068.6814566764338,5031.88,4723.84,5267.33
4160_4576_4224,80.40873984,2187.7290836653387,4905.11,4627.04,5075.67
4160_4576_4992,95.02851072,2278.50622406639,4908.10,4708.93,5050.95
4160_4576_5760,109.6482816,2350.0142653352355,4985.48,4825.01,5196.35
4160_4576_6528,124.26805248,2407.7998452411657,5070.90,4935.58,5212.15
4160_5984_384,9.55908096,629.1730134124149,4179.51,3032.70,5193.74
4160_5984_1152,28.67724288,1386.3234493341913,4927.69,4257.94,5365.25
4160_5984_1920,47.7954048,1825.7461372970859,5185.76,4759.08,5529.32
4160_5984_2688,66.91356672,2112.751139707071,5216.43,4748.84,5492.37
4160_5984_3456,86.03172864,2314.919130410823,5181.11,4938.39,5405.02
4160_5984_4224,105.14989056,2465.022445207288,5050.02,4891.38,5224.06
