M_K_N,GMACs,Arith Int (OPs/Byte),Avg GOPs,Min GOPs,Max GOPs
1280_184_6400,1.507328,169.39010356731876,899.97,785.27,1281.20
1280_184_7424,1.74850048,169.69986086265155,1053.62,887.56,1401.04
1280_920_256,0.3014656,291.48514851485146,745.18,181.88,1542.02
1280_920_1280,1.507328,535.2727272727273,974.84,776.77,2786.19
1280_920_2304,2.7131904,590.1113585746102,1687.21,1380.41,3164.07
1280_920_3328,3.9190528,614.3178170144462,2341.58,1876.04,2965.61
1280_920_4352,5.1249152,627.9548306148055,2801.96,2204.74,3062.39
1280_920_5376,6.3307776,636.7044284243049,2356.73,1712.41,3016.81
1280_920_6400,7.53664,642.7947598253276,2527.59,1994.35,3063.05
1280_920_7424,8.7425024,647.2782410917362,2755.52,2159.18,3133.51
1280_3864_1280,6.3307776,961.49300155521,3061.46,2006.27,3666.83
1280_3864_2304,11.39539968,1154.150591163659,3286.64,2667.15,3619.31
1280_3864_3328,16.46002176,1250.5243503967636,3218.53,2719.32,3511.10
1280_3864_4352,21.52464384,1308.3630026142164,3041.72,2618.57,3352.23
1280_3864_5376,26.58926592,1346.9281045751634,3172.78,2770.44,3423.80
1280_3864_6400,31.653888,1374.4775455758115,3306.04,3010.21,3545.07
1280_3864_7424,36.71851008,1395.1412341452028,3342.04,3041.75,3554.38
1280_4600_1280,7.53664,1001.3605442176871,2782.39,2038.31,3607.77
1280_4600_2304,13.565952,1212.0768526989937,3376.45,2873.53,3693.43
1280_4600_3328,19.595264,1318.8146106133702,3342.40,3002.88,3529.41
1280_4600_4352,25.624576,1383.305693753455,3047.75,2529.82,3292.38
1280_4600_5376,31.653888,1426.4882325796032,3278.08,3017.10,3499.60
1280_4600_6400,37.6832,1457.4257425742574,3335.59,3036.15,3561.57
1280_4600_7424,43.712512,1480.6798473812,3400.97,3151.25,3579.47
1280_5336_1280,8.7425024,1032.3579201934704,3020.39,2320.20,3632.12
1280_5336_2304,15.73650432,1257.7901456866919,3365.33,2671.51,3621.33
1280_5336_3328,22.73050624,1373.1139428430038,3223.19,2954.70,3527.94
1280_5336_4352,29.72450816,1443.1659540618475,3175.45,2903.21,3564.30
1280_5336_5376,36.71851008,1490.2302385504115,3337.45,3109.23,3683.08
1280_5336_6400,43.712512,1524.0271331667261,3414.52,3092.28,3708.85
1280_5336_7424,50.70651392,1549.4736842105262,3412.36,3192.60,3586.67
1280_6072_1280,9.9483648,1057.1490750816104,3176.87,2616.96,3801.44
1280_6072_2304,17.90705664,1294.7845402043536,3462.60,3021.27,3858.45
1280_6072_3328,25.86574848,1417.3224105038717,3240.40,2802.51,3540.10
1280_6072_4352,33.82444032,1492.080585418737,3250.80,2993.18,3475.95
1280_6072_5376,41.78313216,1542.444998865956,3397.92,3222.27,3555.25
1280_6072_6400,49.741824,1578.6805329866754,3481.63,3230.41,3620.48
1280_6072_7424,57.70051584,1606.0012540614491,3521.55,3227.01,3676.13
1280_6808_1280,11.1542272,1077.4282888229475,3264.00,2613.46,3725.53
1280_6808_2304,20.07760896,1325.3372989049615,3423.38,2812.98,3799.34
1280_6808_3328,29.00099072,1454.0137591128453,3236.35,2839.34,3421.14
1280_6808_4352,37.92437248,1532.800264878735,3178.11,2839.39,3354.21
1280_6808_5376,46.84775424,1586.0001386674062,3354.89,3171.82,3527.29
1280_6808_6400,55.771136,1624.3364151506114,3458.72,3228.62,3608.61
1280_6808_7424,64.69451776,1653.2747160726435,3533.53,3246.90,3710.61
1280_7544_1280,12.3600896,1094.324569356301,3392.20,2783.18,3776.38
1280_7544_2304,22.24816128,1350.9961447581147,3341.77,2849.95,3684.39
1280_7544_3328,32.13623296,1484.955048736633,3247.50,2973.37,3497.63
1280_7544_4352,42.02430464,1567.2252348583213,3211.82,2964.05,3366.25
1280_7544_5376,51.91237632,1622.884947819963,3425.11,3150.79,3586.35
1280_7544_6400,61.800448,1663.0476715348582,3545.28,3235.96,3697.86
1280_7544_7424,71.68851968,1693.3946108074113,3516.96,3338.39,3657.95
2304_184_256,0.108527616,131.49379652605458,355.73,68.99,593.05
2304_184_1280,0.54263808,165.49656464709557,379.73,307.97,1617.40
2304_184_2304,0.976748544,170.39228295819936,643.19,521.77,2030.66
2304_184_3328,1.410859008,172.35326494871154,873.27,728.19,2055.15
2304_184_4352,1.844969472,173.40981713185755,1149.15,955.20,2214.85
2304_184_5376,2.279079936,174.07038948850305,1395.79,1197.94,2008.00
2304_184_6400,2.7131904,174.5224608088526,1529.13,1162.96,1691.52
2304_184_7424,3.147300864,174.85129138696098,1224.95,876.81,1605.77
2304_920_256,0.54263808,307.02201622247975,482.80,322.71,2275.21
2304_920_1280,2.7131904,590.1113585746102,1843.11,1213.96,3395.73
2304_920_2304,4.88374272,657.468982630273,2994.28,2521.29,3479.69
2304_920_3328,7.05429504,687.6582152126173,2589.50,1899.38,3329.07
2304_920_4352,9.22484736,704.7911125019559,2789.22,2222.85,3457.59
2304_920_5376,11.39539968,715.8317252026245,2806.31,2246.06,3191.54
2304_920_6400,13.565952,723.5390496996177,2975.06,2511.05,3309.98
2304_920_7424,15.73650432,729.2246369934517,2921.02,2311.47,3267.89
2304_3864_256,2.279079936,411.70255271920087,1564.07,1171.46,3281.61
2304_3864_1280,11.39539968,1154.150591163659,3423.29,2584.58,3770.81
2304_3864_2304,20.511719424,1443.3618677042803,3346.26,3008.91,3679.56
2304_3864_3328,29.628039168,1597.3077177873467,3320.34,2989.11,3554.23
2304_3864_4352,38.744358912,1692.8987919463086,3313.45,3082.66,3513.75
2304_3864_5376,47.860678656,1758.0284360189573,3385.98,3121.93,3553.00
2304_3864_6400,56.9769984,1805.2559859840374,3526.37,3298.90,3664.59
2304_3864_7424,66.093318144,1841.0706828683894,3530.64,3298.48,3662.69
2304_4600_256,2.7131904,418.84287069238064,1632.95,1301.60,3322.95
2304_4600_1280,13.565952,1212.0768526989937,3448.36,2827.42,3756.32
2304_4600_2304,24.4187136,1535.1100811123986,3395.61,3160.59,3673.64
2304_4600_3328,35.2714752,1710.4379779521303,3273.90,3107.76,3456.29
2304_4600_4352,46.1242368,1820.5157222536577,3294.04,2930.29,3627.55
2304_4600_5376,56.9769984,1896.053976691883,3444.47,3282.09,3650.62
2304_4600_6400,67.82976,1951.1045655375551,3499.41,3266.54,3625.51
2304_4600_7424,78.6825216,1993.00721066556,3514.52,3342.15,3626.17
2304_5336_256,3.147300864,424.17002484129176,2014.27,1562.32,3393.32
2304_5336_1280,15.73650432,1257.7901456866919,3520.60,2757.65,3787.82
2304_5336_2304,28.325707776,1609.1811518324607,3458.38,3066.88,3731.49
2304_5336_3328,40.914911232,1802.9044310080317,3385.71,3162.87,3504.19
2304_5336_4352,53.504114688,1925.6324906021964,3300.05,3037.94,3454.78
2304_5336_5376,66.093318144,2010.3487198654457,3495.24,3331.82,3629.61
2304_5336_6400,78.6825216,2072.3447866659476,3565.15,3300.03,3688.04
2304_5336_7424,91.271725056,2119.68,3563.99,3422.65,3711.29
2304_6072_256,3.581411328,428.29684055841295,2210.26,1765.55,3404.38
2304_6072_1280,17.90705664,1294.7845402043536,3607.61,2753.03,3851.81
2304_6072_2304,32.232701952,1670.2349570200572,3510.30,3201.82,3762.86
2304_6072_3328,46.558347264,1879.894815182337,3408.05,3145.41,3571.93
2304_6072_4352,60.883992576,2013.7175370859582,3383.68,3216.02,3517.37
2304_6072_5376,75.209637888,2106.548270521425,3536.11,3402.38,3657.97
2304_6072_6400,89.5352832,2174.720191016266,3619.98,3503.70,3730.02
2304_6072_7424,103.860928512,2226.9065999209593,3611.86,3480.94,3697.04
2304_6808_256,4.015521792,431.5879374862426,2426.90,1777.96,3580.49
2304_6808_1280,20.07760896,1325.3372989049615,3627.09,3175.83,3840.03
2304_6808_2304,36.139696128,1721.4258121158912,3476.62,3098.26,3722.67
2304_6808_3328,52.201783296,1944.9944296070203,3365.45,3187.51,3530.96
2304_6808_4352,68.263870464,2088.600037596341,3308.23,3147.47,3412.85
2304_6808_5376,84.325957632,2188.6346675171426,3501.77,3289.87,3608.30
2304_6808_6400,100.3880448,2262.315964369779,3626.62,3504.37,3718.63
2304_6808_7424,116.450131968,2318.845724073243,3606.46,3442.32,3690.80
2304_7544_256,4.449632256,434.27383569858085,2675.18,2120.89,3565.41
2304_7544_1280,22.24816128,1350.9961447581147,3499.27,2884.69,3825.01
2304_7544_2304,40.046690304,1764.9650690495532,3498.50,3090.74,3703.57
2304_7544_3328,57.845219328,2000.7605015229865,3344.96,3159.65,3464.62
2304_7544_4352,75.643748352,2153.0413290585834,3304.25,3141.94,3411.68
2304_7544_5376,93.442277376,2259.5014113801813,3515.33,3219.48,3619.55
2304_7544_6400,111.2408064,2338.11717102148,3658.63,3467.44,3728.60
2304_7544_7424,129.039335424,2398.5491644143285,3631.05,3441.88,3706.91
3328_184_256,0.156762112,132.6585788561525,285.97,85.36,768.44
3328_184_1280,0.78381056,167.34586794927853,534.81,418.81,1797.73
3328_184_2304,1.410859008,172.35326494871154,903.50,704.90,2046.21
3328_184_3328,2.037907456,174.35990888382688,1287.90,929.91,2206.72
3328_184_4352,2.664955904,175.44128353781852,1608.78,1263.61,2169.28
3328_184_5376,3.292004352,176.11745370877617,1814.03,1473.59,2063.95
3328_184_6400,3.9190528,176.58023438220908,1423.84,1057.35,1739.87
3328_184_7424,4.546101248,176.9168725591775,1400.41,1106.65,1651.93
3328_920_256,0.78381056,313.44799344799344,594.83,457.03,2484.34
3328_920_1280,3.9190528,614.3178170144462,2418.32,1822.39,3291.94
3328_920_2304,7.05429504,687.6582152126173,2824.06,1968.27,3593.63
3328_920_3328,10.18953728,720.7532956685499,3059.80,2329.04,3409.58
3328_920_4352,13.32477952,739.5975900875299,2864.22,2358.16,3232.60
3328_920_5376,16.46002176,751.7650360115986,2952.72,2334.09,3274.00
3328_920_6400,19.595264,760.2701628923321,2941.55,2526.30,3250.98
3328_920_7424,22.73050624,766.5501761171352,3014.05,2668.84,3338.06
3328_3864_256,3.292004352,423.3405319989465,1988.92,1547.36,3402.59
3328_3864_1280,16.46002176,1250.5243503967636,3535.43,2982.97,3824.80
3328_3864_2304,29.628039168,1597.3077177873467,3439.39,3036.59,3626.44
3328_3864_3328,42.796056576,1788.0133481646274,3334.92,3115.05,3507.01
3328_3864_4352,55.964073984,1908.6546064119577,3347.35,3095.53,3490.88
3328_3864_5376,69.132091392,1991.8513011152415,3519.01,3328.86,3643.23
3328_3864_6400,82.3001088,2052.6944884303007,3589.17,3318.35,3700.46
3328_3864_7424,95.468126208,2099.1262214617013,3599.19,3496.10,3670.93
3328_4600_256,3.9190528,430.8939428056744,2389.04,1992.40,3510.12
3328_4600_1280,19.595264,1318.8146106133702,3560.99,3048.42,3801.95
3328_4600_2304,35.2714752,1710.4379779521303,3462.39,3176.47,3681.78
3328_4600_3328,50.9476864,1930.978809283552,3352.26,3050.30,3488.49
3328_4600_4352,66.6238976,2072.4469643881,3340.65,3173.10,3451.12
3328_4600_5376,82.3001088,2170.9037869374965,3522.85,3330.98,3625.64
3328_4600_6400,97.97632,2243.37631887456,3598.18,3516.11,3694.15
3328_4600_7424,113.6525312,2298.9519035585568,3570.60,3373.63,3681.71
3328_5336_256,4.546101248,436.53411996066865,2766.24,1818.44,3571.17
3328_5336_1280,22.73050624,1373.1139428430038,3624.90,3102.29,3803.95
3328_5336_2304,40.914911232,1802.9044310080317,3553.23,3236.56,3732.60
3328_5336_3328,59.099316224,2049.6546629732225,3454.60,3229.91,3561.49
3328_5336_4352,77.283721216,2209.7670551033552,3385.91,3207.19,3481.80
3328_5336_5376,95.468126208,2322.057085927771,3572.64,3443.21,3652.12
3328_5336_6400,113.6525312,2405.1662115893037,3635.44,3506.82,3720.88
3328_5336_7424,131.836936192,2469.1612903225805,3615.82,3540.77,3676.59
3328_6072_256,5.173149696,440.9062663641124,3045.19,2417.36,3583.75
3328_6072_1280,25.86574848,1417.3224105038717,3597.18,3138.67,3872.12
3328_6072_2304,46.558347264,1879.894815182337,3577.75,3261.64,3770.82
3328_6072_3328,67.250946048,2149.7463829787234,3476.05,3276.78,3587.39
3328_6072_4352,87.943544832,2326.5527442162866,3480.47,3247.13,3597.98
3328_6072_5376,108.636143616,2451.360598918619,3614.15,3419.08,3711.71
3328_6072_6400,129.3287424,2544.168244631562,3679.34,3494.19,3748.77
3328_6072_7424,150.021341184,2615.8842981109165,3681.39,3418.16,3736.75
3328_6808_256,5.800198144,444.39479052251687,3299.71,2424.33,3672.17
3328_6808_1280,29.00099072,1454.0137591128453,3566.07,3210.03,3829.02
3328_6808_2304,52.201783296,1944.9944296070203,3584.51,3329.94,3741.80
3328_6808_3328,75.402575872,2235.3022888713494,3416.10,3248.78,3521.26
3328_6808_4352,98.603368448,2427.0895800776325,3373.61,3119.96,3471.34
3328_6808_5376,121.804161024,2563.2326854286084,3593.24,3486.79,3661.03
3328_6808_6400,145.0049536,2664.8801234521434,3645.75,3460.53,3702.18
3328_6808_7424,168.205746176,2743.668348087523,3671.47,3593.95,3731.07
3328_7544_256,6.427246592,447.24298133105316,3268.08,2162.60,3711.95
3328_7544_1280,32.13623296,1484.955048736633,3639.74,3352.06,3861.83
3328_7544_2304,57.845219328,2000.7605015229865,3596.28,3341.72,3753.50
3328_7544_3328,83.554205696,2309.2744665194996,3402.77,3283.91,3610.03
3328_7544_4352,109.263192064,2514.5481453551397,3373.97,3151.20,3448.96
3328_7544_5376,134.972178432,2660.9756530867685,3599.72,3456.61,3678.07
3328_7544_6400,160.6811648,2770.688985415122,3702.41,3575.54,3766.07
3328_7544_7424,186.390151168,2855.958075752346,3659.52,3484.77,3708.92
4352_184_256,0.204996608,133.28362183754993,262.61,119.43,919.27
4352_184_1280,1.02498304,168.34174234779684,681.64,542.61,1982.56
4352_184_2304,1.844969472,173.40981713185755,1145.46,936.77,2171.83
4352_184_3328,2.664955904,175.44128353781852,1601.31,1282.77,2290.46
4352_184_4352,3.484942336,176.53615520282187,2054.53,1796.83,2397.62
4352_184_5376,4.304928768,177.220807689065,1684.19,1238.29,2130.10
4352_184_6400,5.1249152,177.6894127671661,1567.30,1317.80,1803.59
4352_184_7424,5.944901632,178.0302974547685,1367.35,1103.36,1570.03
4352_920_256,1.02498304,316.96010132995565,700.50,565.98,2575.33
4352_920_1280,5.1249152,627.9548306148055,3049.56,2612.09,3406.39
4352_920_2304,9.22484736,704.7911125019559,3079.80,2469.51,3649.79
4352_920_3328,13.32477952,739.5975900875299,3142.66,2569.87,3555.65
4352_920_4352,17.42471168,759.453717754173,2933.15,2567.93,3273.48
4352_920_5376,21.52464384,772.2889264457344,2948.29,2582.29,3203.55
4352_920_6400,25.624576,781.2675616609429,3047.86,2647.17,3338.49
4352_920_7424,29.72450816,787.9007654307584,3195.10,2907.04,3455.13
4352_3864_256,4.304928768,429.7722347168268,2596.76,2135.91,3316.59
4352_3864_1280,21.52464384,1308.3630026142164,3528.59,3003.30,3832.39
4352_3864_2304,38.744358912,1692.8987919463086,3511.83,3180.20,3740.16
4352_3864_3328,55.964073984,1908.6546064119577,3389.38,3226.06,3505.42
4352_3864_4352,73.183789056,2046.7536514118792,3391.31,3288.64,3495.51
4352_3864_5376,90.403504128,2142.7278287461772,3587.06,3441.58,3663.25
4352_3864_6400,107.6232192,2213.30076232995,3593.35,3357.09,3682.07
4352_3864_7424,124.842934272,2267.37824065464,3620.46,3522.26,3685.89
4352_4600_256,5.1249152,437.55901381360377,2984.37,1906.95,3546.65
4352_4600_1280,25.624576,1383.305693753455,3570.02,3340.23,3822.00
4352_4600_2304,46.1242368,1820.5157222536577,3523.17,3258.97,3715.20
4352_4600_3328,66.6238976,2072.4469643881,3358.92,3236.37,3468.73
4352_4600_4352,87.1235584,2236.282394995532,3361.32,3204.72,3497.88
4352_4600_5376,107.6232192,2351.353528122064,3611.71,3495.05,3723.66
4352_4600_6400,128.12288,2436.6114897760467,3635.03,3470.19,3737.54
4352_4600_7424,148.6225408,2502.3137133202304,3649.60,3540.11,3705.10
4352_5336_256,5.944901632,443.37620284099586,3258.86,2504.70,3678.78
4352_5336_1280,29.72450816,1443.1659540618475,3614.23,3246.81,3872.65
4352_5336_2304,53.504114688,1925.6324906021964,3617.57,3471.02,3762.20
4352_5336_3328,77.283721216,2209.7670551033552,3471.62,3215.00,3664.56
4352_5336_4352,101.063327744,2397.0140379851364,3434.55,3288.75,3514.45
4352_5336_5376,124.842934272,2529.711748350417,3629.28,3508.94,3702.78
4352_5336_6400,148.6225408,2628.666642518202,3677.74,3589.74,3748.79
4352_5336_7424,172.402147328,2705.2972972972975,3672.55,3434.75,3722.10
4352_6072_256,6.764888064,447.88718644067797,3120.13,2013.06,3734.41
4352_6072_1280,33.82444032,1492.080585418737,3637.31,3260.50,3876.28
4352_6072_2304,60.883992576,2013.7175370859582,3671.79,3456.67,3812.40
4352_6072_3328,87.943544832,2326.5527442162866,3525.34,3376.15,3617.36
4352_6072_4352,115.003097088,2535.048349961627,3506.81,3342.97,3572.47
4352_6072_5376,142.062649344,2683.9438189204875,3665.58,3584.72,3732.01
4352_6072_6400,169.1222016,2795.599038559193,3708.56,3576.39,3759.82
4352_6072_7424,196.181753856,2882.4322811663105,3715.19,3618.39,3759.32
4352_6808_256,7.584874496,451.4875045714982,2934.48,2140.50,3760.47
4352_6808_1280,37.92437248,1532.800264878735,3665.88,3429.28,3855.87
4352_6808_2304,68.263870464,2088.600037596341,3611.40,3447.84,3719.09
4352_6808_3328,98.603368448,2427.0895800776325,3419.86,3275.42,3498.19
4352_6808_4352,128.942866432,2654.8759856630822,3415.81,3300.13,3521.92
4352_6808_5376,159.282364416,2818.634871162976,3623.38,3459.05,3693.33
4352_6808_6400,189.6218624,2942.035524768835,3675.48,3558.57,3733.15
4352_6808_7424,219.961360384,3038.3605759710317,3667.47,3517.75,3735.41
4352_7544_256,8.404860928,454.4276381353117,3090.80,2460.08,3753.01
4352_7544_1280,42.02430464,1567.2252348583213,3722.08,3475.67,3894.57
4352_7544_2304,75.643748352,2153.0413290585834,3631.36,3502.35,3744.65
4352_7544_3328,109.263192064,2514.5481453551397,3451.91,3213.43,3558.42
4352_7544_4352,142.882635776,2759.876260928043,3393.05,3224.94,3446.69
4352_7544_5376,176.502079488,2937.277393408541,3635.72,3524.02,3690.66
4352_7544_6400,210.1215232,3071.5324970811007,3728.31,3640.36,3775.73
4352_7544_7424,243.740966912,3176.6754037101296,3683.42,3490.64,3718.06
5376_184_256,0.253231104,133.6735135135135,240.66,149.84,944.89
5376_184_1280,1.26615552,168.96419786827002,784.30,651.15,1933.06
5376_184_2304,2.279079936,174.07038948850305,1391.66,1147.57,2245.40
5376_184_3328,3.292004352,176.11745370877617,1925.62,1457.93,2349.75
5376_184_4352,4.304928768,177.220807689065,1990.75,1355.88,2421.22
5376_184_5376,5.317853184,177.91079136690647,1746.05,1316.63,2101.09
5376_184_6400,6.3307776,178.38305730278722,1450.71,1154.20,1700.22
5376_184_7424,7.343702016,178.7266111747994,1407.44,1180.09,1599.94
5376_920_256,1.26615552,319.1739803820341,866.34,682.01,2920.77
5376_920_1280,6.3307776,636.7044284243049,2845.78,1904.85,3506.38
5376_920_2304,11.39539968,715.8317252026245,3438.71,2675.92,3723.38
5376_920_3328,16.46002176,751.7650360115986,3188.54,2779.94,3529.92
5376_920_4352,21.52464384,772.2889264457344,3044.56,2779.88,3306.14
5376_920_5376,26.58926592,785.5654383735705,3087.94,2778.25,3324.07
5376_920_6400,31.653888,794.8572897917203,3200.40,2949.21,3442.89
5376_920_7424,36.71851008,801.7242767070608,3249.72,2977.14,3531.31
5376_3864_256,5.317853184,433.85263157894735,3057.34,2601.69,3471.18
5376_3864_1280,26.58926592,1346.9281045751634,3571.49,3205.07,3857.71
5376_3864_2304,47.860678656,1758.0284360189573,3566.46,3321.70,3725.29
5376_3864_3328,69.132091392,1991.8513011152415,3422.17,3233.34,3529.58
5376_3864_4352,90.403504128,2142.7278287461772,3409.32,3288.12,3486.71
5376_3864_5376,111.674916864,2248.1454545454544,3610.39,3344.56,3690.88
5376_3864_6400,132.9463296,2325.959367945824,3640.40,3511.20,3711.20
5376_3864_7424,154.217742336,2385.756487025948,3648.56,3515.29,3709.12
5376_4600_256,6.3307776,441.78933828783767,3165.73,2115.90,3658.35
5376_4600_1280,31.653888,1426.4882325796032,3620.21,3297.11,3863.29
5376_4600_2304,56.9769984,1896.053976691883,3600.15,3337.45,3753.67
5376_4600_3328,82.3001088,2170.9037869374965,3403.72,3185.05,3508.25
5376_4600_4352,107.6232192,2351.353528122064,3404.78,3254.11,3467.35
5376_4600_5376,132.9463296,2478.9093825180435,3623.28,3520.31,3692.70
5376_4600_6400,158.26944,2573.8551207327228,3684.42,3574.33,3744.16
5376_4600_7424,183.5925504,2647.278740808552,3657.85,3573.86,3705.87
5376_5336_256,7.343702016,447.7203146460232,3026.12,2264.48,3744.88
5376_5336_1280,36.71851008,1490.2302385504115,3666.85,3355.13,3879.60
5376_5336_2304,66.093318144,2010.3487198654457,3654.47,3374.60,3815.24
5376_5336_3328,95.468126208,2322.057085927771,3494.31,3376.89,3600.46
5376_5336_4352,124.842934272,2529.711748350417,3450.78,3322.01,3519.73
5376_5336_5376,154.217742336,2677.9626587005228,3658.43,3582.34,3743.19
5376_5336_6400,183.5925504,2789.1104819389566,3699.10,3500.47,3750.96
5376_5336_7424,212.967358464,2875.5348837209303,3682.41,3560.85,3727.51
5376_6072_256,8.356626432,452.3205853009644,3014.17,2381.82,3729.80
5376_6072_1280,41.78313216,1542.444998865956,3711.93,3426.11,3904.60
5376_6072_2304,75.209637888,2106.548270521425,3713.14,3537.11,3820.85
5376_6072_3328,108.636143616,2451.360598918619,3579.75,3435.62,3651.27
5376_6072_4352,142.062649344,2683.9438189204875,3493.17,3274.16,3587.21
5376_6072_5376,175.489155072,2851.421383647799,3678.73,3490.06,3728.26
5376_6072_6400,208.9156608,2977.7738856292144,3730.52,3665.48,3780.66
5376_6072_7424,242.342166528,3076.4926292800874,3736.18,3592.46,3775.45
5376_6808_256,9.369550848,455.99282368184987,3229.48,2360.39,3790.27
5376_6808_1280,46.84775424,1586.0001386674062,3713.68,3437.74,3896.84
5376_6808_2304,84.325957632,2188.6346675171426,3651.10,3552.74,3739.59
5376_6808_3328,121.804161024,2563.2326854286084,3459.67,3296.55,3517.30
5376_6808_4352,159.282364416,2818.634871162976,3437.14,3269.98,3516.36
5376_6808_5376,196.760567808,3003.9238345370977,3652.06,3603.64,3705.40
5376_6808_6400,234.2387712,3144.4862947790944,3685.45,3596.76,3725.20
5376_6808_7424,271.716974592,3254.7728086745333,3739.65,3546.96,3783.41
5376_7544_256,10.382475264,458.9921231326392,3375.99,2918.48,3829.05
5376_7544_1280,51.91237632,1622.884947819963,3745.21,3525.70,3901.72
5376_7544_2304,93.442277376,2259.5014113801813,3665.56,3502.47,3751.42
5376_7544_3328,134.972178432,2660.9756530867685,3463.58,3333.80,3513.25
5376_7544_4352,176.502079488,2937.277393408541,3438.28,3338.26,3492.53
