M_K_N,GMACs,Arith Int (OPs/Byte),Avg GOPs,Min GOPs,Max GOPs
960_5200_224,1.118208,169.76292265837543,720.36,557.99,1371.19
960_5200_1120,5.59104,431.1944718657453,1413.13,1056.21,1553.07
960_5200_2016,10.063872,520.2064311234617,1491.62,1298.98,1588.24
960_5200_2912,14.536704,565.0711513583441,1539.02,1369.90,1593.24
960_5200_3808,19.009536,592.1058926720357,1561.18,1458.12,1607.91
960_5200_4704,23.482368,610.1776092596289,1571.37,1483.27,1609.81
960_6800_224,1.462272,172.41171143978266,919.39,621.58,1410.78
960_6800_1120,7.31136,448.70384917517674,1466.23,1224.79,1577.25
960_6800_2016,13.160448,545.9063395985983,1533.38,1443.27,1592.60
960_6800_2912,19.009536,595.5249017563558,1561.92,1478.25,1604.32
960_6800_3808,24.858624,625.6297918948521,1576.74,1512.91,1612.99
960_6800_4704,30.707712,645.8407365530609,1587.97,1519.54,1615.47
1728_400_224,0.1548288,99.57194599934145,257.84,92.80,645.12
1728_400_1120,0.774144,154.5222278998467,494.47,386.20,1235.66
1728_400_2016,1.3934592,164.61622210125205,857.96,637.59,1347.64
1728_400_2912,2.0127744,168.8587259997423,1185.05,1032.46,1406.06
1728_400_3808,2.6320896,171.19451197176062,1170.29,844.97,1473.32
1728_400_4704,3.2514048,172.67313810261848,1171.46,874.15,1482.63
1728_2000_224,0.774144,165.48101127284667,488.21,418.91,1178.30
1728_2000_1120,3.87072,404.6026224244046,1298.65,1036.75,1507.88
1728_2000_2016,6.967296,481.98916161938155,1458.71,1221.15,1570.80
1728_2000_2912,10.063872,520.2615071067468,1493.03,1392.35,1581.50
1728_2000_3808,13.160448,543.0919732088149,1522.82,1356.75,1589.43
1728_2000_4704,16.257024,558.2572920512686,1537.70,1409.49,1589.70
1728_3600_224,1.3934592,178.61783815711755,832.41,691.20,1370.17
1728_3600_1120,6.967296,493.3115823817292,1443.03,1175.22,1554.33
1728_3600_2016,12.5411328,613.3874239350913,1525.64,1446.91,1591.11
1728_3600_2912,18.1149696,676.7429850232398,1561.96,1454.14,1599.20
1728_3600_3808,23.6888064,715.8891519287007,1572.93,1524.92,1606.84
1728_3600_4704,29.2626432,742.4763240968082,1582.43,1548.29,1610.98
1728_5200_224,2.0127744,184.24333317711017,1203.54,975.18,1451.17
1728_5200_1120,10.063872,538.7419487460601,1489.41,1327.86,1571.13
1728_5200_2016,18.1149696,685.236186160014,1558.38,1451.11,1602.81
1728_5200_2912,26.1660672,765.2715592758419,1573.35,1495.84,1607.75
1728_5200_3808,34.2171648,815.7111645449108,1588.46,1526.05,1616.72
1728_5200_4704,42.2682624,850.4094687722118,1597.18,1563.67,1616.96
1728_6800_224,2.6320896,187.36742355213764,1162.93,791.13,1494.66
1728_6800_1120,13.160448,566.3545224193015,1524.49,1389.04,1588.56
1728_6800_2016,23.6888064,730.5385817820094,1579.42,1531.82,1609.95
1728_6800_2912,34.2171648,822.214293623356,1594.48,1517.86,1617.72
1728_6800_3808,44.7455232,880.7264005482268,1599.91,1544.65,1622.33
1728_6800_4704,55.2738816,921.3139097263115,1608.55,1559.56,1623.70
2496_400_224,0.2236416,101.36922719888605,185.64,118.71,798.72
2496_400_1120,1.118208,158.8941433248454,716.49,578.93,1354.58
2496_400_2016,2.0127744,169.58716189983176,1182.51,1001.88,1434.62
2496_400_2912,2.9073408,174.09326424870466,1106.31,828.30,1468.72
2496_400_3808,3.8019072,176.5771764202316,1262.56,990.85,1474.75
2496_400_4704,4.6964736,178.15067295927287,1366.40,1097.31,1530.79
2496_2000_224,1.118208,170.5051135920056,679.63,598.93,1331.99
2496_2000_1120,5.59104,436.0151726891595,1413.32,1178.67,1545.34
2496_2000_2016,10.063872,527.2390762050375,1500.76,1401.56,1576.30
2496_2000_2912,14.536704,573.3788395904437,1536.25,1419.81,1585.51
2496_2000_3808,19.009536,601.2339481482682,1558.18,1485.06,1600.47
2496_2000_4704,23.482368,619.8759275027369,1566.99,1464.49,1601.09
2496_3600_224,2.0127744,184.48542869210192,1172.48,974.24,1399.70
2496_3600_1120,10.063872,540.8171687990094,1497.88,1382.02,1570.39
2496_3600_2016,18.1149696,688.5969521807672,1553.42,1443.25,1596.60
2496_3600_2912,26.1660672,769.4656488549618,1576.89,1533.99,1607.65
2496_3600_3808,34.2171648,820.478067106184,1586.88,1537.47,1610.60
2496_3600_4704,42.2682624,855.5918291204179,1597.22,1543.00,1617.65
2496_5200_224,2.9073408,190.49280418665504,1118.30,892.64,1504.45
2496_5200_1120,14.536704,595.9072305593452,1536.08,1376.97,1598.85
2496_5200_2016,26.1660672,780.4645622394282,1577.05,1512.93,1610.91
2496_5200_2912,37.7954304,886.0040567951319,1594.59,1548.58,1619.20
2496_5200_3808,49.4247936,954.3246369361265,1603.51,1539.57,1620.86
2496_5200_4704,61.0541568,1002.1632251720747,1613.26,1575.98,1626.51
2496_6800_224,3.8019072,193.83434702028245,1309.46,1023.81,1536.12
2496_6800_1120,19.009536,629.875307490033,1562.94,1503.62,1595.83
2496_6800_2016,34.2171648,839.7783390507784,1594.84,1542.36,1618.94
2496_6800_2912,49.4247936,963.2377740303541,1604.96,1558.21,1618.55
2496_6800_3808,64.6324224,1044.535096356731,1611.28,1584.34,1622.36
2496_6800_4704,79.8400512,1102.118185866039,1615.84,1602.62,1624.48
3264_400_224,0.2924544,102.34724959684644,211.57,165.42,807.89
3264_400_1120,1.462272,161.31036430386897,884.84,749.31,1366.61
3264_400_2016,2.6320896,172.34235140299708,1195.45,841.33,1483.29
3264_400_2912,3.8019072,176.99806926799036,1271.07,956.70,1486.86
3264_400_3808,4.9717248,179.56617415906948,1413.17,1203.81,1529.76
3264_400_4704,6.1415424,181.19363755834505,1393.31,1067.07,1528.51
3264_2000_224,1.462272,173.29045567623325,918.87,782.80,1400.64
3264_2000_1120,7.31136,454.7046648622831,1465.05,1303.85,1558.93
3264_2000_2016,13.160448,554.8144790519976,1565.49,1497.12,1600.83
3264_2000_2912,19.009536,606.1417399964083,1553.39,1457.06,1596.97
3264_2000_3808,24.858624,637.3577326489623,1571.69,1509.19,1605.65
3264_2000_4704,30.707712,658.346231106135,1583.47,1512.21,1609.04
3264_3600_224,2.6320896,187.75062999890434,1242.76,860.30,1507.07
3264_3600_1120,13.160448,569.8703026272032,1526.98,1393.23,1587.99
3264_3600_2016,23.6888064,736.3987967339923,1575.27,1527.92,1612.58
3264_3600_2912,34.2171648,829.6450783955905,1591.14,1522.25,1615.85
3264_3600_3808,44.7455232,889.2579138557343,1601.53,1580.30,1617.35
3264_3600_4704,55.2738816,930.6540460858096,1606.13,1577.83,1621.51
3264_5200_224,3.8019072,193.97612392570727,1310.10,1033.13,1537.37
3264_5200_1120,19.009536,631.3748830881727,1557.64,1456.56,1598.72
3264_5200_2016,34.2171648,842.4460159588549,1590.72,1519.01,1616.04
3264_5200_2912,49.4247936,966.749121208176,1602.26,1562.27,1621.36
3264_5200_3808,64.6324224,1048.665442734077,1611.48,1598.09,1622.14
3264_5200_4704,79.8400512,1106.717482487704,1614.51,1597.12,1625.57
3264_6800_224,4.9717248,197.44210162461113,1420.15,1085.65,1553.42
3264_6800_1120,24.858624,669.6365767878077,1580.53,1483.34,1610.95
3264_6800_2016,44.7455232,911.9744544970729,1602.83,1553.99,1620.39
3264_6800_2912,64.6324224,1059.4378656013696,1612.41,1584.44,1624.54
3264_6800_3808,84.5193216,1158.6206896551723,1617.27,1599.43,1627.11
3264_6800_4704,104.4062208,1229.898492771455,1620.06,1598.54,1627.62
4032_400_224,0.3612672,102.96220633299285,243.85,197.85,879.00
4032_400_1120,1.806336,162.84329563812602,1090.95,885.24,1401.35
4032_400_2016,3.2514048,174.09326424870466,1191.94,884.74,1464.27
4032_400_2912,4.6964736,178.84536645284564,1371.52,1083.51,1508.91
4032_400_3808,6.1415424,181.46775389177168,1382.93,1202.93,1538.85
4032_400_4704,7.5866112,183.13002854918244,1426.90,1225.82,1541.68
4032_2000_224,1.806336,175.06078499478986,1080.58,882.22,1421.19
4032_2000_1120,9.03168,467.09916589434664,1481.64,1348.92,1567.73
4032_2000_2016,16.257024,573.3788395904437,1547.52,1430.45,1595.00
4032_2000_2912,23.482368,628.3686582909753,1569.79,1511.77,1601.96
4032_2000_3808,30.707712,661.9794483504597,1584.61,1555.92,1610.31
4032_2000_4704,37.933056,684.6497186105181,1590.70,1569.04,1614.96
4032_3600_224,3.2514048,189.83050847457628,1230.95,901.29,1514.75
4032_3600_1120,16.257024,589.4736842105264,1538.24,1475.63,1586.44
4032_3600_2016,29.2626432,769.4656488549618,1583.62,1546.04,1610.76
4032_3600_2912,42.2682624,871.8562874251497,1597.24,1557.16,1619.60
4032_3600_3808,55.2738816,937.9310344827586,1604.80,1565.43,1618.59
4032_3600_4704,68.2795008,984.1004184100418,1611.13,1588.06,1621.94
4032_5200_224,4.6964736,196.19703548435393,1399.17,1091.70,1542.86
4032_5200_1120,23.482368,655.5277638819409,1571.48,1494.26,1606.84
4032_5200_2016,42.2682624,886.0040567951319,1595.84,1550.67,1619.72
4032_5200_2912,61.0541568,1024.5504300234559,1608.68,1591.63,1623.15
4032_5200_3808,79.8400512,1117.0235170235171,1614.26,1573.99,1625.29
4032_5200_4704,98.6259456,1183.1291113117502,1617.78,1589.37,1626.93
4032_6800_224,6.1415424,199.743559855461,1451.61,1229.29,1539.43
4032_6800_1120,30.707712,696.868645790972,1588.49,1533.05,1613.90
4032_6800_2016,55.2738816,963.2377740303541,1608.80,1564.24,1623.27
4032_6800_2912,79.8400512,1129.2543214883156,1616.30,1604.15,1624.47
4032_6800_3808,104.4062208,1242.6395939086294,1619.33,1601.46,1627.23
4032_6800_4704,128.9723904,1324.9972384844802,1622.55,1605.59,1629.86
4800_400_224,0.43008,103.38461538461539,278.65,234.44,965.39
4800_400_1120,2.1504,163.90243902439025,1250.43,1008.16,1431.21
4800_400_2016,3.87072,175.30434782608697,1332.41,854.56,1512.59
4800_400_2912,5.59104,180.1237113402062,1397.35,1197.99,1524.48
4800_400_3808,7.31136,182.784,1423.64,1205.70,1559.92
4800_400_4704,9.03168,184.47058823529412,1453.36,1328.38,1545.59
4800_2000_224,2.1504,176.2854144805876,1235.80,1078.44,1438.39
4800_2000_1120,10.752,475.92067988668555,1506.71,1389.06,1579.67
4800_2000_2016,19.3536,586.7287543655414,1564.97,1511.41,1608.51
4800_2000_2912,27.9552,644.4378872823842,1578.09,1531.54,1602.43
4800_2000_3808,36.5568,679.8381337776719,1590.68,1556.83,1606.12
4800_2000_4704,45.1584,703.770197486535,1596.69,1573.79,1615.31
4800_3600_224,3.87072,191.27134724857686,1311.73,1149.43,1509.35
4800_3600_1120,19.3536,603.5928143712575,1554.82,1456.58,1601.46
4800_3600_2016,34.83648,793.7007874015748,1589.13,1525.91,1616.39
4800_3600_2912,50.31936,903.1013094417643,1602.72,1548.91,1619.63
4800_3600_3808,65.80224,974.1898806139852,1609.98,1584.20,1621.78
4800_3600_4704,81.28512,1024.0928882438316,1614.74,1591.91,1623.59
4800_5200_224,5.59104,197.73653236758713,1401.99,1187.56,1557.83
4800_5200_1120,27.9552,673.0354391371341,1582.29,1533.51,1609.12
4800_5200_2016,50.31936,918.2901191310441,1604.60,1569.61,1623.15
4800_5200_2912,72.68352,1067.9706601466992,1612.34,1577.08,1623.40
4800_5200_3808,95.04768,1168.8336219109083,1617.41,1594.63,1626.67
4800_5200_4704,117.41184,1241.4129110840438,1620.64,1608.19,1627.01
4800_6800_224,7.31136,201.33944307366937,1467.66,1211.99,1547.38
4800_6800_1120,36.5568,716.6875784190715,1594.37,1543.26,1617.27
4800_6800_2016,65.80224,1001.5195791934541,1613.05,1578.43,1627.32
4800_6800_2912,95.04768,1182.232128641936,1618.96,1596.62,1627.58
4800_6800_3808,124.29312,1307.0938215102974,1622.26,1612.99,1628.17
4800_6800_4704,153.53856,1398.5309548793284,1624.42,1612.44,1630.08
5568_400_224,0.4988928,103.69266787272534,338.23,271.14,986.93
5568_400_1120,2.494464,164.6780463072503,1311.32,928.86,1469.06
5568_400_2016,4.4900352,176.19191127719847,1372.17,1116.92,1515.88
5568_400_2912,6.4856064,181.06087677420277,1421.18,1254.71,1539.24
5568_400_3808,8.4811776,183.74912644621682,1439.87,1294.44,1549.92
5568_400_4704,10.4767488,185.45365561869545,1475.91,1309.27,1554.53
5568_2000_224,2.494464,177.18296541440884,1333.12,976.50,1493.69
5568_2000_1120,12.47232,482.51956026542535,1526.10,1422.64,1578.28
5568_2000_2016,22.450176,596.7906577926585,1568.85,1524.68,1603.87
5568_2000_2912,32.428032,656.5969666497341,1585.20,1555.08,1609.57
5568_2000_3808,42.405888,693.383787222999,1597.00,1528.44,1618.42
5568_2000_4704,52.383744,718.2965100360159,1602.03,1583.91,1615.29
5568_3600_224,4.4900352,192.32844266070137,1372.06,1101.85,1519.98
5568_3600_1120,22.450176,614.2466904811936,1568.80,1524.99,1605.36
5568_3600_2016,40.4103168,812.2256182272854,1595.90,1545.59,1618.13
5568_3600_2912,58.3704576,927.1622709639641,1605.05,1572.90,1622.39
5568_3600_3808,76.3305984,1002.2467377931953,1612.33,1593.72,1622.29
5568_3600_4704,94.2907392,1055.1436085185376,1614.25,1586.36,1624.16
5568_5200_224,6.4856064,198.8665086267799,1453.39,1167.32,1566.76
5568_5200_1120,32.428032,686.3087175597334,1589.63,1550.65,1615.71
5568_5200_2016,58.3704576,943.1783773051054,1608.20,1558.62,1622.69
5568_5200_2912,84.3128832,1101.783073845351,1616.28,1598.33,1626.45
5568_5200_3808,110.2553088,1209.455823958573,1620.01,1600.36,1627.46
5568_5200_4704,136.1977344,1287.335762714325,1621.65,1609.27,1628.25
5568_6800_224,8.4811776,202.5110945389195,1492.29,1344.62,1555.04
5568_6800_1120,42.405888,731.757741750232,1601.01,1568.76,1620.74
5568_6800_2016,76.3305984,1031.1966964785956,1618.25,1603.33,1626.76
5568_6800_2912,110.2553088,1223.8075482635356,1621.30,1604.80,1627.08
5568_6800_3808,144.1800192,1358.1044519144052,1624.13,1609.33,1629.98
5568_6800_4704,178.1047296,1457.0879252063987,1625.44,1618.12,1629.56
6336_400_224,0.5677056,103.92726591058207,354.89,292.56,984.75
6336_400_1120,2.838528,165.27053212103144,1115.56,873.12,1489.65
6336_400_2016,5.1093504,176.87031424469612,1386.75,1080.54,1512.76
6336_400_2912,7.3801728,181.77736862680808,1429.49,1186.33,1538.82
6336_400_3808,9.6509952,184.48709541659733,1454.28,1242.64,1547.25
6336_400_4704,11.9218176,186.20540748026772,1480.75,1337.05,1560.45
6336_2000_224,2.838528,177.86903654271873,1170.44,887.04,1490.82
6336_2000_1120,14.19264,487.64183305479816,1527.13,1373.86,1586.83
6336_2000_2016,25.546752,604.6460900861599,1578.26,1496.89,1605.86
6336_2000_2912,36.900864,666.118284240783,1592.30,1555.26,1614.32
6336_2000_3808,48.254976,704.0105174306992,1598.78,1558.37,1618.29
6336_2000_4704,59.609088,729.7068612150499,1605.09,1559.12,1619.06
6336_3600_224,5.1093504,193.1370841316844,1418.63,1225.12,1528.60
6336_3600_1120,25.546752,622.5715889949466,1576.84,1533.65,1607.78
6336_3600_2016,45.9841536,826.8456375838927,1599.85,1550.11,1617.00
6336_3600_2912,66.4215552,946.261406157684,1608.62,1574.55,1620.37
6336_3600_3808,86.8589568,1024.6018372560743,1614.95,1586.81,1623.97
6336_3600_4704,107.2963584,1079.9499095589258,1617.82,1604.52,1625.39
6336_5200_224,7.3801728,199.7311865205282,1446.89,1220.87,1555.03
6336_5200_1120,36.900864,696.7180627386534,1595.25,1553.66,1618.32
6336_5200_2016,66.4215552,962.9500968668582,1609.22,1570.81,1621.62
6336_5200_2912,95.9422464,1128.8589552823244,1617.44,1600.02,1626.65
6336_5200_3808,125.4629376,1242.1608633720782,1621.43,1596.81,1628.31
6336_5200_4704,154.9836288,1324.452961946891,1623.19,1614.51,1628.51
6336_6800_224,9.6509952,203.40782786044954,1506.99,1209.78,1577.09
6336_6800_1120,48.254976,743.6032979604718,1603.94,1568.17,1621.25
6336_6800_2016,86.8589568,1054.877161564721,1616.71,1596.98,1627.84
6336_6800_2912,125.4629376,1257.3041144809822,1622.27,1601.29,1629.37
6336_6800_3808,164.0669184,1399.480288068899,1625.16,1617.63,1630.20
6336_6800_4704,202.6708992,1504.8207748366274,1626.81,1621.15,1631.06
7104_400_224,0.6365184,104.11188342684868,421.09,323.02,1026.64
7104_400_1120,3.182592,165.73790161311825,1172.27,923.96,1483.03
7104_400_2016,5.7286656,177.40569852066784,1397.24,1184.47,1517.33
7104_400_2912,8.2747392,182.34291968002887,1449.02,1247.23,1549.58
7104_400_3808,10.8208128,185.06966032382638,1493.58,1401.66,1556.06
7104_400_4704,13.3668864,186.79889239487412,1501.70,1352.31,1574.24
7104_2000_224,3.182592,178.41049338423122,1211.86,855.54,1510.49
7104_2000_1120,15.91296,491.73324895182344,1542.82,1402.95,1588.12
7104_2000_2016,28.643328,610.9491203354847,1580.59,1500.20,1613.62
7104_2000_2912,41.373696,673.7761917070364,1596.84,1563.84,1615.84
7104_2000_3808,54.104064,712.570045247038,1602.32,1560.36,1620.76
7104_2000_4704,66.834432,738.9067196494982,1606.56,1565.96,1616.94
7104_3600_224,5.7286656,193.7756533485738,1414.11,1229.33,1535.42
7104_3600_1120,28.643328,629.2559473595411,1583.32,1532.30,1607.41
7104_3600_2016,51.5579904,838.6777602878345,1602.17,1547.13,1621.32
7104_3600_2912,74.4726528,961.7900854972129,1613.64,1597.97,1625.70
7104_3600_3808,97.3873152,1042.832941331272,1617.35,1607.85,1624.64
7104_3600_4704,120.3019776,1100.2233553879219,1619.31,1597.59,1626.65
7104_5200_224,8.2747392,200.4141813717588,1469.12,1326.08,1564.67
7104_5200_1120,41.373696,705.1001265215305,1598.79,1568.94,1620.31
7104_5200_2016,74.4726528,979.0360034731337,1613.19,1579.37,1625.72
7104_5200_2912,107.5716096,1151.0291289794175,1619.54,1600.60,1626.57
7104_5200_3808,140.6705664,1269.0577698536238,1622.18,1612.98,1628.40
7104_5200_4704,173.7695232,1355.0756405188831,1624.67,1616.81,1630.35
7104_6800_224,10.8208128,204.11624380680118,1502.33,1318.73,1583.49
7104_6800_1120,54.104064,753.159188909875,1606.50,1562.93,1619.45
7104_6800_2016,97.3873152,1074.2117479626586,1619.02,1593.89,1628.85
7104_6800_2912,140.6705664,1284.8680980017116,1623.08,1614.44,1629.44
7104_6800_3808,183.9538176,1433.7154874160506,1625.91,1619.62,1630.64
7104_6800_4704,227.2370688,1544.4768079175672,1626.90,1620.99,1630.32
7872_400_224,0.7053312,104.26095511995761,448.36,372.50,992.03
7872_400_1120,3.526656,166.1160014470035,1225.70,923.81,1476.52
7872_400_2016,6.3479808,177.83897758079092,1432.27,1166.59,1533.14
7872_400_2912,9.1693056,182.8006818483398,1467.15,1350.31,1546.91
7872_400_3808,11.9906304,185.54123323377252,1483.98,1331.55,1561.99
7872_400_4704,14.8119552,187.2793303684139,1503.91,1369.51,1566.99
7872_2000_224,3.526656,178.84870043881287,1310.16,966.07,1536.33
7872_2000_1120,17.63328,495.07654711420975,1550.67,1439.63,1598.74
7872_2000_2016,31.739904,616.1185485554131,1585.96,1534.37,1610.63
7872_2000_2912,45.846528,680.0689608032262,1597.89,1546.10,1616.11
7872_2000_3808,59.953152,719.6120967791496,1604.99,1578.44,1620.90
7872_2000_4704,74.059776,746.4817079778917,1608.13,1572.68,1620.56
7872_3600_224,6.3479808,194.2926989798317,1425.79,1142.13,1577.33
7872_3600_1120,31.739904,634.7412071878359,1586.51,1542.23,1613.62
7872_3600_2016,57.1318272,848.4500102648327,1605.42,1563.41,1620.07
7872_3600_2912,82.5237504,974.6639333853383,1613.51,1596.02,1624.55
7872_3600_3808,107.9156736,1057.9848509946241,1618.07,1606.65,1624.67
7872_3600_4704,133.3075968,1117.1023670695447,1620.16,1605.39,1627.07
7872_5200_224,9.1693056,200.96731116672092,1483.03,1309.06,1566.87
7872_5200_1120,45.846528,711.9945930902875,1600.76,1553.54,1623.03
7872_5200_2016,82.5237504,992.3788765954303,1615.81,1597.76,1626.74
7872_5200_2912,119.2009728,1169.516097433553,1621.17,1600.38,1628.86
7872_5200_3808,155.8781952,1291.5675735297236,1623.20,1614.51,1628.38
7872_5200_4704,192.5554176,1380.7712218171405,1625.09,1619.11,1630.66
7872_6800_224,11.9906304,204.69002648300454,1519.11,1347.64,1590.59
7872_6800_1120,59.953152,761.030773730218,1609.89,1562.85,1623.49
7872_6800_2016,107.9156736,1090.2962491658777,1619.68,1602.07,1627.32
7872_6800_2912,155.8781952,1307.9473641249479,1624.61,1613.39,1630.00
7872_6800_3808,203.8407168,1462.5117092362455,1626.51,1621.26,1630.36
7872_6800_4704,251.8032384,1577.946116602978,1627.45,1620.96,1630.68
