fused_transactions_write32s,0,10900
fused_transactions_write32s,1,10849
fused_transactions_write32s,2,10791
fused_transactions_write32s,3,10782
fused_transactions_write32s,4,10777
fused_transactions_write32s,5,10785
fused_transactions_write32s,6,10780
fused_transactions_write32s,7,10784
fused_transactions_write32s,8,10780
fused_transactions_write32s,9,10779
fused_transactions_write32s,10,10786
fused_transactions_write32s,11,10783
fused_transactions_write32s,12,10786
fused_transactions_write32s,13,10778
fused_transactions_write32s,14,10784
fused_transactions_write32s,15,10781
fused_transactions_write32s,16,10783
fused_transactions_write32s,17,10779
fused_transactions_write32s,18,10781
fused_transactions_write32s,19,10783
fused_transactions_write32s,20,10779
fused_transactions_write32s,21,10777
fused_transactions_write32s,22,10783
fused_transactions_write32s,23,10782
fused_transactions_write32s,24,10777
fused_transactions_write32s,25,10774
fused_transactions_write32s,26,10781
fused_transactions_write32s,27,10779
fused_transactions_write32s,28,10777
fused_transactions_write32s,29,10798
fused_transactions_write32s,30,10785
fused_transactions_write32s,31,10775
fused_transactions_write32s,32,10778
fused_transactions_write32s,33,10781
fused_transactions_write32s,34,10787
fused_transactions_write32s,35,10780
fused_transactions_write32s,36,10783
fused_transactions_write32s,37,10778
fused_transactions_write32s,38,10782
fused_transactions_write32s,39,10771
fused_transactions_write32s,40,10758
fused_transactions_write32s,41,10758
fused_transactions_write32s,42,10783
fused_transactions_write32s,43,10774
fused_transactions_write32s,44,10787
fused_transactions_write32s,45,10777
fused_transactions_write32s,46,10781
fused_transactions_write32s,47,10780
fused_transactions_write32s,48,10777
fused_transactions_write32s,49,10773
fused_transactions_write32s,50,10778
fused_transactions_write32s,51,10777
fused_transactions_write32s,52,10772
fused_transactions_write32s,53,10777
fused_transactions_write32s,54,10780
fused_transactions_write32s,55,10776
fused_transactions_write32s,56,10776
fused_transactions_write32s,57,10778
fused_transactions_write32s,58,10772
fused_transactions_write32s,59,10776
fused_transactions_write32s,60,10776
fused_transactions_write32s,61,10781
fused_transactions_write32s,62,10772
fused_transactions_write32s,63,10773
fused_transactions_write32s,64,10779
fused_transactions_write32s,65,10776
fused_transactions_write32s,66,10774
fused_transactions_write32s,67,10777
fused_transactions_write32s,68,10780
fused_transactions_write32s,69,10784
fused_transactions_write32s,70,10786
fused_transactions_write32s,71,10776
fused_transactions_write32s,72,10779
fused_transactions_write32s,73,10775
fused_transactions_write32s,74,10776
fused_transactions_write32s,75,10775
fused_transactions_write32s,76,10785
fused_transactions_write32s,77,10773
fused_transactions_write32s,78,10775
fused_transactions_write32s,79,10781
fused_transactions_write32s,80,10783
fused_transactions_write32s,81,10771
fused_transactions_write32s,82,10784
fused_transactions_write32s,83,10775
fused_transactions_write32s,84,10781
fused_transactions_write32s,85,10769
fused_transactions_write32s,86,10772
fused_transactions_write32s,87,10776
fused_transactions_write32s,88,10782
fused_transactions_write32s,89,10780
fused_transactions_write32s,90,10777
fused_transactions_write32s,91,10782
fused_transactions_write32s,92,10777
fused_transactions_write32s,93,10776
fused_transactions_write32s,94,10780
fused_transactions_write32s,95,10783
fused_transactions_write32s,96,10777
fused_transactions_write32s,97,10774
fused_transactions_write32s,98,10779
fused_transactions_write32s,99,10777
fused_transactions_write32s,100,10779
fused_transactions_write32s,101,10780
fused_transactions_write32s,102,10781
fused_transactions_write32s,103,10783
fused_transactions_write32s,104,10782
fused_transactions_write32s,105,10778
fused_transactions_write32s,106,10780
fused_transactions_write32s,107,10773
fused_transactions_write32s,108,10781
fused_transactions_write32s,109,10782
fused_transactions_write32s,110,10771
fused_transactions_write32s,111,10783
fused_transactions_write32s,112,10783
fused_transactions_write32s,113,10782
fused_transactions_write32s,114,10787
fused_transactions_write32s,115,10778
fused_transactions_write32s,116,10778
fused_transactions_write32s,117,10773
fused_transactions_write32s,118,10781
fused_transactions_write32s,119,10778
fused_transactions_write32s,120,10774
fused_transactions_write32s,121,10773
fused_transactions_write32s,122,10782
fused_transactions_write32s,123,10781
fused_transactions_write32s,124,10779
fused_transactions_write32s,125,10782
fused_transactions_write32s,126,10783
fused_transactions_write32s,127,10778
fused_transactions_write32s,128,10781
fused_transactions_write32s,129,10778
fused_transactions_write32s,130,10777
fused_transactions_write32s,131,10782
fused_transactions_write32s,132,10786
fused_transactions_write32s,133,10779
fused_transactions_write32s,134,10783
fused_transactions_write32s,135,10778
fused_transactions_write32s,136,10784
fused_transactions_write32s,137,10781
fused_transactions_write32s,138,10777
fused_transactions_write32s,139,11103
fused_transactions_write32s,140,10786
fused_transactions_write32s,141,10786
fused_transactions_write32s,142,10782
fused_transactions_write32s,143,10775
fused_transactions_write32s,144,10779
fused_transactions_write32s,145,10776
fused_transactions_write32s,146,10781
fused_transactions_write32s,147,10779
fused_transactions_write32s,148,10778
fused_transactions_write32s,149,10777
fused_transactions_write32s,150,10782
fused_transactions_write32s,151,10779
fused_transactions_write32s,152,10774
fused_transactions_write32s,153,10780
fused_transactions_write32s,154,10779
fused_transactions_write32s,155,10775
fused_transactions_write32s,156,10778
fused_transactions_write32s,157,10776
fused_transactions_write32s,158,10772
fused_transactions_write32s,159,10784
