fused_transactions_write32s,0,2378
fused_transactions_write32s,1,2311
fused_transactions_write32s,2,2303
fused_transactions_write32s,3,2297
fused_transactions_write32s,4,2299
fused_transactions_write32s,5,2293
fused_transactions_write32s,6,2297
fused_transactions_write32s,7,2297
fused_transactions_write32s,8,2295
fused_transactions_write32s,9,2296
fused_transactions_write32s,10,2302
fused_transactions_write32s,11,2299
fused_transactions_write32s,12,2295
fused_transactions_write32s,13,2299
fused_transactions_write32s,14,2306
fused_transactions_write32s,15,2307
fused_transactions_write32s,16,2308
fused_transactions_write32s,17,2304
fused_transactions_write32s,18,2297
fused_transactions_write32s,19,2302
fused_transactions_write32s,20,2303
fused_transactions_write32s,21,2297
fused_transactions_write32s,22,2304
fused_transactions_write32s,23,2305
fused_transactions_write32s,24,2296
fused_transactions_write32s,25,2305
fused_transactions_write32s,26,2302
fused_transactions_write32s,27,2301
fused_transactions_write32s,28,2305
fused_transactions_write32s,29,2303
fused_transactions_write32s,30,2300
fused_transactions_write32s,31,2298
fused_transactions_write32s,32,2297
fused_transactions_write32s,33,2298
fused_transactions_write32s,34,2303
fused_transactions_write32s,35,2305
fused_transactions_write32s,36,2293
fused_transactions_write32s,37,2297
fused_transactions_write32s,38,2302
fused_transactions_write32s,39,2297
fused_transactions_write32s,40,2300
fused_transactions_write32s,41,2297
fused_transactions_write32s,42,2300
fused_transactions_write32s,43,2302
fused_transactions_write32s,44,2297
fused_transactions_write32s,45,2300
fused_transactions_write32s,46,2305
fused_transactions_write32s,47,2301
fused_transactions_write32s,48,2301
fused_transactions_write32s,49,2305
fused_transactions_write32s,50,2304
fused_transactions_write32s,51,2300
fused_transactions_write32s,52,2306
fused_transactions_write32s,53,2304
fused_transactions_write32s,54,2299
fused_transactions_write32s,55,2297
fused_transactions_write32s,56,2305
fused_transactions_write32s,57,2296
fused_transactions_write32s,58,2294
fused_transactions_write32s,59,2307
fused_transactions_write32s,60,2304
fused_transactions_write32s,61,2298
fused_transactions_write32s,62,2297
fused_transactions_write32s,63,2302
fused_transactions_write32s,64,2297
fused_transactions_write32s,65,2302
fused_transactions_write32s,66,2304
fused_transactions_write32s,67,2278
fused_transactions_write32s,68,2281
fused_transactions_write32s,69,2276
fused_transactions_write32s,70,2283
fused_transactions_write32s,71,2284
fused_transactions_write32s,72,2306
fused_transactions_write32s,73,2301
fused_transactions_write32s,74,2297
fused_transactions_write32s,75,2301
fused_transactions_write32s,76,2300
fused_transactions_write32s,77,2301
fused_transactions_write32s,78,2298
fused_transactions_write32s,79,2299
fused_transactions_write32s,80,2300
fused_transactions_write32s,81,2295
fused_transactions_write32s,82,2304
fused_transactions_write32s,83,2303
fused_transactions_write32s,84,2299
fused_transactions_write32s,85,2307
fused_transactions_write32s,86,2300
fused_transactions_write32s,87,2300
fused_transactions_write32s,88,2300
fused_transactions_write32s,89,2287
fused_transactions_write32s,90,2285
fused_transactions_write32s,91,2304
fused_transactions_write32s,92,2288
fused_transactions_write32s,93,2290
fused_transactions_write32s,94,2293
fused_transactions_write32s,95,2293
fused_transactions_write32s,96,2301
fused_transactions_write32s,97,2306
fused_transactions_write32s,98,2291
fused_transactions_write32s,99,2279
fused_transactions_write32s,100,2303
fused_transactions_write32s,101,2305
fused_transactions_write32s,102,2300
fused_transactions_write32s,103,2300
fused_transactions_write32s,104,2300
fused_transactions_write32s,105,2301
fused_transactions_write32s,106,2303
fused_transactions_write32s,107,2304
fused_transactions_write32s,108,2304
fused_transactions_write32s,109,2299
fused_transactions_write32s,110,2299
fused_transactions_write32s,111,2300
fused_transactions_write32s,112,2301
fused_transactions_write32s,113,2298
fused_transactions_write32s,114,2299
fused_transactions_write32s,115,2301
fused_transactions_write32s,116,2303
fused_transactions_write32s,117,2299
fused_transactions_write32s,118,2302
fused_transactions_write32s,119,2300
fused_transactions_write32s,120,2301
fused_transactions_write32s,121,2299
fused_transactions_write32s,122,2299
fused_transactions_write32s,123,2300
fused_transactions_write32s,124,2297
fused_transactions_write32s,125,2301
fused_transactions_write32s,126,2302
fused_transactions_write32s,127,2297
fused_transactions_write32s,128,2304
fused_transactions_write32s,129,2299
fused_transactions_write32s,130,2298
fused_transactions_write32s,131,2300
fused_transactions_write32s,132,2301
fused_transactions_write32s,133,2300
fused_transactions_write32s,134,2303
fused_transactions_write32s,135,2301
fused_transactions_write32s,136,2304
fused_transactions_write32s,137,2303
fused_transactions_write32s,138,2304
fused_transactions_write32s,139,2305
fused_transactions_write32s,140,2307
fused_transactions_write32s,141,2304
fused_transactions_write32s,142,2292
fused_transactions_write32s,143,2282
fused_transactions_write32s,144,2281
fused_transactions_write32s,145,2277
fused_transactions_write32s,146,2277
fused_transactions_write32s,147,2277
fused_transactions_write32s,148,2279
fused_transactions_write32s,149,2280
fused_transactions_write32s,150,2288
fused_transactions_write32s,151,2297
fused_transactions_write32s,152,2299
fused_transactions_write32s,153,2297
fused_transactions_write32s,154,2301
fused_transactions_write32s,155,2291
fused_transactions_write32s,156,2282
fused_transactions_write32s,157,2285
fused_transactions_write32s,158,2287
