fused_transactions_write32s,0,10608
fused_transactions_write32s,1,10572
fused_transactions_write32s,2,10530
fused_transactions_write32s,3,10550
fused_transactions_write32s,4,10537
fused_transactions_write32s,5,10546
fused_transactions_write32s,6,10548
fused_transactions_write32s,7,10543
fused_transactions_write32s,8,10544
fused_transactions_write32s,9,10541
fused_transactions_write32s,10,10544
fused_transactions_write32s,11,10538
fused_transactions_write32s,12,10550
fused_transactions_write32s,13,10538
fused_transactions_write32s,14,10553
fused_transactions_write32s,15,10537
fused_transactions_write32s,16,10537
fused_transactions_write32s,17,10528
fused_transactions_write32s,18,10537
fused_transactions_write32s,19,10539
fused_transactions_write32s,20,10519
fused_transactions_write32s,21,10547
fused_transactions_write32s,22,10541
fused_transactions_write32s,23,10537
fused_transactions_write32s,24,10533
fused_transactions_write32s,25,10541
fused_transactions_write32s,26,10540
fused_transactions_write32s,27,10549
fused_transactions_write32s,28,10540
fused_transactions_write32s,29,10544
fused_transactions_write32s,30,10542
fused_transactions_write32s,31,10545
fused_transactions_write32s,32,10541
fused_transactions_write32s,33,10537
fused_transactions_write32s,34,10540
fused_transactions_write32s,35,10543
fused_transactions_write32s,36,10538
fused_transactions_write32s,37,10541
fused_transactions_write32s,38,10544
fused_transactions_write32s,39,10542
fused_transactions_write32s,40,10541
fused_transactions_write32s,41,10541
fused_transactions_write32s,42,10547
fused_transactions_write32s,43,10546
fused_transactions_write32s,44,10536
fused_transactions_write32s,45,10543
fused_transactions_write32s,46,10538
fused_transactions_write32s,47,10543
fused_transactions_write32s,48,10543
fused_transactions_write32s,49,10540
fused_transactions_write32s,50,10552
fused_transactions_write32s,51,10540
fused_transactions_write32s,52,10540
fused_transactions_write32s,53,10540
fused_transactions_write32s,54,10545
fused_transactions_write32s,55,10536
fused_transactions_write32s,56,10525
fused_transactions_write32s,57,10531
fused_transactions_write32s,58,10546
fused_transactions_write32s,59,10543
fused_transactions_write32s,60,10536
fused_transactions_write32s,61,10536
fused_transactions_write32s,62,10537
fused_transactions_write32s,63,10521
fused_transactions_write32s,64,10546
fused_transactions_write32s,65,10544
fused_transactions_write32s,66,10541
fused_transactions_write32s,67,10547
fused_transactions_write32s,68,10535
fused_transactions_write32s,69,10537
fused_transactions_write32s,70,10537
fused_transactions_write32s,71,10547
fused_transactions_write32s,72,10540
fused_transactions_write32s,73,10540
fused_transactions_write32s,74,10539
fused_transactions_write32s,75,10536
fused_transactions_write32s,76,10534
fused_transactions_write32s,77,10536
fused_transactions_write32s,78,10538
fused_transactions_write32s,79,10543
fused_transactions_write32s,80,10536
fused_transactions_write32s,81,10541
fused_transactions_write32s,82,10535
fused_transactions_write32s,83,10537
fused_transactions_write32s,84,10537
fused_transactions_write32s,85,10540
fused_transactions_write32s,86,10540
fused_transactions_write32s,87,10543
fused_transactions_write32s,88,10549
fused_transactions_write32s,89,10536
fused_transactions_write32s,90,10541
fused_transactions_write32s,91,10538
fused_transactions_write32s,92,10534
fused_transactions_write32s,93,10541
fused_transactions_write32s,94,10548
fused_transactions_write32s,95,10547
fused_transactions_write32s,96,10540
fused_transactions_write32s,97,10526
fused_transactions_write32s,98,10540
fused_transactions_write32s,99,10544
fused_transactions_write32s,100,10546
